CRH5,CRH20,CRH16,CRH10,CRH21,CRH6,CRH11,DELETE
22.851563,58.935547,100.0,99.951172,60.44921899999999,100.0,100.0,15.722656
17.041016,16.552734,45.410156,99.951172,58.837891000000006,100.0,100.0,5.419922
3.90625,82.519531,91.064453,99.951172,1.8554689999999998,100.0,100.0,1.757813
17.431641,99.951172,100.0,99.951172,13.525391,99.951172,99.951172,7.714844
20.458984,77.734375,100.0,99.951172,18.408203,5.517578,99.951172,17.480469
14.794922,85.351563,100.0,99.951172,2.148438,100.0,99.951172,9.179688
60.888672,54.00390600000001,100.0,99.951172,3.6621089999999996,99.951172,99.951172,11.181641
42.431641,100.0,100.0,14.990234,21.679688,99.951172,100.0,2.978516
2.636719,100.0,99.951172,58.740233999999994,3.271484,99.951172,100.0,9.228516
12.597656,99.951172,100.0,99.951172,90.625,99.951172,85.058594,4.931641
25.146484,99.951172,100.0,99.951172,100.0,100.0,86.914063,6.787109
65.527344,99.951172,100.0,99.951172,99.951172,100.0,99.951172,9.863281
3.955078,99.951172,100.0,6.689453,99.951172,100.0,72.509766,7.470703
30.517578000000004,52.44140600000001,71.875,100.0,100.0,99.951172,40.380859,5.371094
27.001953000000004,83.056641,10.302734,97.021484,26.611328000000004,99.951172,100.0,4.345703
82.324219,100.0,72.509766,93.310547,99.951172,99.951172,100.0,1.171875
100.0,64.453125,74.755859,100.0,72.998047,99.951172,1.8554689999999998,0.292969
99.951172,97.460938,6.8359380000000005,100.0,53.61328100000001,18.652344,78.808594,4.101563
33.691406,99.951172,8.740234,25.439453,99.951172,99.951172,99.951172,7.861328
100.0,100.0,100.0,100.0,100.0,99.951172,100.0,19.824219
23.535156,63.867188,30.322266,100.0,36.425781,99.951172,100.0,2.050781
99.951172,16.40625,61.669922,100.0,86.962891,99.951172,100.0,14.257813
24.853516,100.0,100.0,100.0,11.816406,99.951172,100.0,0.878906
61.767578,32.226563,18.115234,89.111328,21.337891,99.951172,100.0,9.521484
100.0,62.304688,99.951172,99.951172,15.527344,99.951172,100.0,15.234375
100.0,85.253906,99.951172,99.951172,15.917969,99.951172,100.0,0.976563
99.951172,100.0,57.12890600000001,99.951172,21.630859,20.751953,100.0,3.125
99.951172,68.75,25.341797,99.951172,100.0,67.919922,100.0,5.957031
100.0,16.796875,83.300781,8.642578,99.951172,100.0,100.0,11.328125
100.0,75.830078,7.275391,100.0,99.951172,30.712891,99.951172,6.054688
59.912108999999994,54.443358999999994,89.453125,99.951172,100.0,99.951172,99.951172,2.001953
71.630859,100.0,34.082031,99.951172,100.0,99.951172,100.0,8.056641
41.064453,100.0,99.951172,100.0,99.951172,99.951172,76.025391,0.19531300000000001
30.664063,100.0,56.005858999999994,100.0,94.189453,93.798828,99.951172,0.878906
19.775391,15.722656,100.0,100.0,29.101563,100.0,72.314453,4.638672
60.15625,100.0,100.0,100.0,17.041016,100.0,20.410156,3.7109379999999996
40.869141,76.855469,100.0,76.025391,100.0,100.0,99.951172,19.775391
72.021484,99.951172,100.0,100.0,99.951172,43.457031,100.0,29.052734
4.003906,99.951172,100.0,100.0,99.951172,25.146484,100.0,0.878906
49.804688,99.951172,100.0,100.0,76.269531,99.951172,100.0,18.505859
88.330078,99.951172,100.0,68.310547,29.101563,99.951172,99.951172,2.539063
41.992188,100.0,100.0,78.222656,33.300781,100.0,67.1875,4.931641
100.0,100.0,79.931641,68.066406,27.783203000000004,100.0,28.613281,9.472656
93.066406,100.0,99.951172,100.0,91.943359,100.0,99.951172,4.248047
57.71484399999999,100.0,99.951172,100.0,99.951172,84.130859,87.353516,3.7109379999999996
55.029297,100.0,99.951172,100.0,100.0,100.0,20.849609,11.621094
7.519531,100.0,99.951172,100.0,64.84375,100.0,99.951172,5.712891
99.951172,100.0,99.951172,100.0,99.951172,5.517578,95.898438,18.212891
99.951172,100.0,99.951172,100.0,28.417969,73.339844,100.0,5.957031
100.0,100.0,67.578125,100.0,100.0,100.0,1.953125,3.564453
59.619141000000006,100.0,64.160156,100.0,100.0,99.951172,70.556641,4.541016
24.609375,100.0,26.318359,100.0,99.951172,99.951172,41.894531,7.03125
28.710938,73.486328,57.373047,100.0,48.046875,100.0,61.083983999999994,1.025391
7.373047,99.951172,4.980469,100.0,68.994141,100.0,99.951172,4.785156
7.714844,99.951172,36.035156,100.0,20.947266,99.951172,39.941406,21.679688
23.095703,74.414063,72.753906,99.951172,3.515625,100.0,60.83984399999999,15.966797
5.761719,96.044922,28.710938,99.951172,100.0,100.0,99.951172,2.441406
70.654297,99.951172,21.533203,100.0,100.0,89.111328,11.669922,3.515625
3.173828,99.951172,55.224608999999994,99.951172,99.951172,100.0,82.8125,7.275391
40.136719,99.951172,40.576172,99.951172,100.0,100.0,79.589844,3.515625
44.53125,44.53125,0.9277340000000001,99.951172,100.0,99.951172,47.65625,2.148438
2.490234,100.0,35.888672,88.378906,42.138672,99.951172,3.027344,3.222656
26.074219,100.0,6.152344,99.951172,46.142578,99.951172,24.560547,3.8085940000000003
71.533203,54.19921899999999,21.191406,99.951172,16.796875,31.689453000000004,6.005859,1.9042970000000001
34.375,49.560547,49.951172,99.951172,50.830078,99.951172,49.853516,4.541016
55.46875,43.310547,99.951172,52.63671899999999,47.753906,99.951172,5.371094,1.123047
99.951172,47.753906,96.240234,99.951172,19.873047,100.0,82.421875,0.488281
33.349609,98.339844,32.177734,99.951172,0.292969,100.0,0.976563,4.394531
42.675781,42.626953,13.867188,99.951172,33.740234,7.666016,62.158203,2.783203
16.503906,27.246094,32.8125,99.951172,1.513672,72.949219,9.765625,1.757813
70.117188,62.109375,46.630859,99.951172,8.105469,22.65625,46.484375,0.6835939999999999
26.123047,62.01171899999999,28.417969,99.951172,0.6835939999999999,10.595703,44.873047,4.541016
18.164063,46.386719,45.849609,96.777344,14.501953,94.53125,60.009766000000006,1.8554689999999998
48.291016,41.796875,52.63671899999999,52.44140600000001,8.984375,57.91015600000001,33.300781,4.150391
32.128906,6.591797,37.646484,0.292969,13.623047,74.511719,0.6347659999999999,4.150391
32.519531,36.132813,23.876953,20.214844,0.6835939999999999,51.123047,63.18359399999999,3.222656
15.966797,55.712891000000006,55.224608999999994,3.515625,15.185547,30.664063,33.740234,2.441406
74.560547,0.976563,100.0,2.148438,9.033203,60.107422,75.292969,2.050781
60.05859399999999,6.738281,100.0,4.443359,10.498047,100.0,65.380859,3.027344
43.701172,99.951172,99.951172,41.894531,9.375,100.0,11.914063,7.2265630000000005
92.675781,99.951172,99.951172,1.318359,11.865234,100.0,31.298828000000004,5.761719
27.001953000000004,98.291016,99.951172,12.011719,10.253906,100.0,94.677734,6.054688
100.0,100.0,99.951172,11.376953,3.173828,100.0,13.769531,4.248047
100.0,99.951172,99.951172,14.941406,2.636719,100.0,33.837891,4.980469
88.818359,100.0,99.951172,0.146484,19.189453,100.0,22.949219,5.46875
58.88671899999999,100.0,99.951172,33.349609,41.064453,100.0,56.103516000000006,3.3203129999999996
84.228516,21.191406,44.091797,10.644531,24.560547,76.660156,99.951172,15.429688
100.0,99.951172,83.837891,57.958983999999994,67.96875,100.0,57.470703,14.550781
100.0,100.0,99.951172,37.597656,93.310547,99.951172,100.0,0.146484
31.201171999999996,100.0,99.951172,1.3671879999999998,4.882813,99.951172,86.962891,2.636719
99.951172,99.951172,100.0,46.484375,28.613281,99.951172,100.0,12.207031
100.0,99.951172,100.0,20.849609,3.3691410000000004,99.951172,100.0,2.734375
82.177734,99.951172,99.951172,10.205078,33.935547,99.951172,19.677734,5.175781
68.994141,99.951172,99.951172,63.720703,38.427734,99.951172,11.083984,10.009766
0.878906,99.951172,99.951172,86.132813,11.572266,63.134766000000006,2.246094,8.447266
29.052734,99.951172,99.951172,22.167969,69.189453,78.613281,43.603516,7.373047
31.445313,99.951172,100.0,53.466797,9.521484,99.951172,5.908203,4.443359
2.099609,100.0,100.0,8.935547,10.351563,82.8125,81.298828,1.9042970000000001
27.34375,40.429688,100.0,99.951172,14.550781,99.951172,11.71875,7.519531
21.386719,94.091797,100.0,99.951172,11.621094,100.0,68.945313,2.539063
21.337891,99.951172,99.951172,42.626953,4.003906,100.0,64.794922,7.128906
23.730469,77.783203,99.951172,3.3691410000000004,6.591797,100.0,25.439453,1.513672
3.027344,100.0,39.697266,74.658203,11.474609,100.0,40.234375,2.783203
3.6132809999999997,64.746094,100.0,92.96875,11.230469,99.951172,7.324219,14.794922
3.3691410000000004,66.503906,89.404297,38.037109,22.070313,99.951172,99.951172,5.029297
99.951172,29.736328000000004,100.0,44.873047,19.335938,63.623047,100.0,17.578125
99.951172,25.927734,100.0,61.42578100000001,36.230469,11.474609,100.0,2.734375
100.0,100.0,100.0,10.9375,14.990234,99.951172,99.951172,10.839844
100.0,100.0,49.267578,58.740233999999994,49.169922,52.001953,99.951172,6.494141
38.232422,100.0,78.808594,80.957031,2.392578,78.613281,99.951172,6.640625
99.951172,100.0,100.0,100.0,32.617188,34.667969,100.0,2.34375
13.916016,90.087891,100.0,100.0,2.685547,66.503906,100.0,6.591797
9.570313,12.988281,100.0,37.353516,12.597656,86.425781,31.396484,13.28125
25.390625,100.0,100.0,99.951172,13.085938,42.626953,31.396484,0.732422
68.310547,100.0,90.039063,100.0,8.349609,19.873047,100.0,13.769531
18.212891,25.390625,100.0,100.0,26.464844,22.216797,100.0,0.34179699999999996
17.382813,96.972656,100.0,99.951172,52.539063,66.650391,86.523438,13.134766
15.283203,100.0,100.0,99.951172,29.052734,22.216797,99.951172,5.126953
28.173828000000004,99.951172,100.0,100.0,45.410156,33.691406,99.951172,7.275391
100.0,99.951172,99.951172,100.0,12.207031,8.300781,25.341797,1.5625
100.0,100.0,100.0,100.0,28.125,16.40625,36.572266,1.123047
99.951172,20.898438,100.0,53.320313,31.640625,13.378906,99.951172,13.964844
38.476563,99.951172,99.951172,100.0,64.501953,9.765625,99.951172,7.373047
100.0,39.355469,99.951172,100.0,25.292969,1.123047,67.041016,23.046875
85.351563,70.751953,99.951172,99.951172,65.380859,31.103516,99.951172,3.6621089999999996
29.492188,77.783203,99.951172,26.5625,63.671875,22.998047,5.46875,4.003906
100.0,88.28125,45.117188,99.951172,27.441406,13.085938,45.410156,9.130859
2.783203,18.164063,100.0,99.951172,3.125,3.271484,33.105469,1.269531
10.791016,19.824219,100.0,99.951172,76.660156,33.154297,64.84375,17.333984
33.984375,73.828125,100.0,99.951172,99.951172,24.121094,67.675781,8.007813
