CRH18,CRH3,CRH9,CRH14,CRH4,CRH19,CRH15,DELETE
5.615234,55.664063,99.951172,99.951172,99.951172,100.0,100.0,1.074219
53.710938,21.533203,36.71875,100.0,99.951172,100.0,87.060547,4.345703
87.353516,62.548828,69.970703,100.0,100.0,100.0,99.951172,16.113281
61.23046899999999,89.257813,88.623047,78.808594,100.0,99.951172,50.146484,22.119141
100.0,62.01171899999999,40.478516,100.0,99.951172,75.78125,40.673828,6.8359380000000005
57.861328,100.0,36.669922,65.673828,83.251953,100.0,16.796875,15.527344
60.595703,100.0,99.951172,99.951172,100.0,10.888672,100.0,4.541016
11.914063,100.0,99.951172,41.845703,99.951172,29.833984,99.951172,13.037109
9.130859,99.951172,11.132813,46.728516,99.951172,22.802734,99.951172,12.353516
5.224609,99.951172,4.589844,99.951172,100.0,99.951172,21.044922,17.382813
99.951172,99.951172,36.328125,37.841797,100.0,60.107422,75.195313,1.806641
7.861328,84.277344,33.398438,31.25,98.388672,3.857422,99.951172,4.492188
60.64453100000001,39.599609,50.537109,30.46875,43.310547,53.466797,47.314453,0.488281
22.558594,99.951172,60.791016000000006,78.173828,34.277344,19.580078,95.019531,3.466797
99.951172,99.951172,86.083984,3.3203129999999996,43.359375,46.777344,0.390625,6.982422
27.539063,100.0,87.451172,64.84375,100.0,100.0,65.478516,3.6621089999999996
23.681641,51.5625,29.296875,22.363281,63.427733999999994,100.0,100.0,2.685547
21.484375,17.773438,100.0,45.263672,99.951172,40.771484,100.0,10.9375
22.949219,89.501953,38.085938,50.830078,49.121094,19.482422,1.220703,5.810547
40.722656,80.615234,100.0,100.0,100.0,0.732422,5.664063,8.544922
6.640625,69.042969,85.986328,57.51953100000001,9.960938,26.708984,42.236328,10.107422
16.992188,99.951172,25.927734,10.351563,34.033203,99.951172,67.089844,7.275391
36.083984,65.771484,100.0,83.007813,100.0,71.777344,9.716797,13.574219
9.912109,93.457031,99.951172,17.919922,83.349609,1.513672,67.285156,2.539063
14.794922,55.078125,99.951172,5.126953,65.869141,68.798828,88.916016,2.099609
14.111328,24.21875,23.779297,73.046875,31.054688,61.865233999999994,16.308594,10.302734
34.619141,59.66796899999999,97.070313,31.835938,29.882813,99.951172,36.181641,0.19531300000000001
5.224609,100.0,3.857422,11.865234,5.712891,99.951172,1.6601560000000002,4.541016
64.501953,77.929688,69.921875,7.910156,0.78125,99.951172,5.957031,0.09765599999999999
37.402344,100.0,64.453125,45.166016,36.767578,66.699219,27.587891,3.6132809999999997
100.0,51.416016,30.029296999999996,0.5371090000000001,43.359375,100.0,15.332031,2.880859
99.951172,100.0,33.59375,38.378906,69.189453,100.0,2.490234,13.330078
99.951172,100.0,9.960938,5.957031,100.0,99.951172,2.685547,4.638672
100.0,99.951172,16.357422,70.3125,73.974609,99.951172,0.6347659999999999,6.8359380000000005
31.445313,100.0,99.951172,18.261719,45.996094,95.361328,8.935547,9.570313
100.0,100.0,59.521483999999994,28.759766,35.400391,32.8125,11.621094,6.591797
6.982422,100.0,99.951172,65.820313,2.148438,100.0,41.40625,12.304688
75.976563,100.0,99.951172,6.347656,8.300781,100.0,28.613281,22.070313
38.427734,100.0,99.951172,35.498047,56.982422,100.0,83.984375,4.443359
18.994141,100.0,99.951172,15.673828,42.773438,49.560547,42.138672,8.251953
96.484375,100.0,99.951172,47.558594,33.740234,60.400391000000006,47.998047,4.443359
100.0,100.0,99.951172,15.087891,13.769531,100.0,8.691406,1.318359
99.951172,100.0,99.951172,37.451172,18.847656,85.546875,94.970703,10.253906
96.826172,4.394531,5.810547,99.951172,87.5,100.0,100.0,12.060547
100.0,92.919922,100.0,95.361328,3.90625,100.0,48.632813,9.033203
11.523438,99.951172,100.0,99.951172,45.361328,100.0,99.951172,3.955078
26.318359,88.671875,100.0,100.0,9.765625,23.144531,99.951172,9.130859
24.658203,100.0,100.0,100.0,30.371094,99.951172,35.595703,8.007813
29.394531,100.0,100.0,27.148438,100.0,99.951172,14.990234,14.501953
0.732422,100.0,81.396484,99.951172,63.671875,74.462891,67.919922,7.519531
23.242188,99.951172,90.283203,100.0,16.259766,57.421875,100.0,6.787109
29.150391,99.951172,100.0,99.951172,81.201172,99.951172,100.0,0.732422
51.367188,99.951172,58.69140600000001,99.951172,58.10546899999999,99.951172,100.0,0.585938
14.648438,99.951172,60.44921899999999,100.0,33.007813,99.951172,99.951172,2.490234
45.214844,99.951172,26.904296999999996,100.0,43.945313,89.648438,99.951172,2.929688
23.095703,99.951172,100.0,99.951172,10.15625,99.951172,100.0,2.392578
21.240234,99.951172,77.929688,99.951172,63.867188,99.951172,100.0,4.736328
66.015625,38.330078,68.896484,100.0,82.177734,99.951172,100.0,0.048827999999999996
15.429688,99.951172,100.0,70.800781,14.892578,99.951172,100.0,11.230469
1.220703,99.951172,99.951172,99.951172,66.015625,99.951172,100.0,16.113281
1.757813,27.246094,99.951172,42.529297,9.130859,99.951172,99.951172,6.005859
100.0,77.929688,100.0,100.0,23.486328,34.228516,22.851563,22.070313
47.900391,46.142578,100.0,23.730469,13.671875,63.476563,100.0,9.863281
57.91015600000001,62.939453,99.951172,99.951172,19.677734,99.951172,100.0,19.482422
55.224608999999994,9.082031,87.207031,99.951172,23.388672,6.347656,100.0,13.818359
75.244141,99.951172,100.0,81.738281,0.5371090000000001,100.0,100.0,7.421875
54.78515600000001,99.951172,6.201172,64.84375,32.324219,100.0,100.0,20.654297
54.98046899999999,99.951172,99.951172,99.951172,8.544922,57.666016000000006,100.0,11.621094
46.923828,14.013672,100.0,100.0,14.306641,59.86328100000001,84.619141,17.480469
5.078125,20.263672,100.0,100.0,10.400391,100.0,44.53125,7.373047
77.734375,31.738281,56.103516000000006,56.396483999999994,21.728516,100.0,48.291016,8.398438
28.271484,64.697266,35.546875,100.0,4.443359,99.951172,99.951172,1.269531
49.023438,100.0,70.117188,100.0,15.576172,99.951172,99.951172,14.013672
31.982421999999996,100.0,28.369141,11.376953,74.072266,100.0,29.003906,3.8085940000000003
6.396484,32.275391,82.519531,41.357422,64.84375,100.0,100.0,8.300781
52.880858999999994,1.6601560000000002,23.486328,28.125,43.408203,99.951172,100.0,23.242188
13.574219,56.298828,34.326172,18.164063,99.951172,99.951172,100.0,4.541016
15.380859,31.396484,3.6621089999999996,99.951172,77.001953,99.951172,100.0,22.753906
61.523438,49.121094,17.382813,100.0,100.0,99.951172,100.0,10.351563
40.820313,79.443359,8.251953,100.0,100.0,4.492188,99.951172,16.064453
16.40625,37.744141,100.0,40.576172,99.951172,100.0,99.951172,1.269531
2.197266,56.73828100000001,100.0,100.0,62.59765600000001,72.265625,99.951172,23.388672
13.574219,99.951172,100.0,100.0,76.025391,100.0,99.951172,8.154297
5.859375,99.951172,100.0,99.951172,100.0,100.0,99.951172,10.644531
10.449219,99.951172,100.0,100.0,1.123047,100.0,99.951172,10.498047
9.326172,99.951172,100.0,99.951172,99.951172,99.951172,99.951172,0.732422
76.269531,99.951172,100.0,92.578125,86.376953,99.951172,87.792969,3.466797
22.998047,99.951172,100.0,100.0,0.292969,44.140625,99.951172,2.539063
41.015625,100.0,100.0,45.019531,100.0,100.0,99.951172,2.539063
14.746094,99.951172,53.857422,99.951172,32.519531,100.0,99.951172,1.953125
12.792969,100.0,16.210938,52.539063,60.05859399999999,100.0,99.951172,14.208984
24.023438,100.0,48.242188,100.0,9.570313,100.0,99.951172,7.080078
47.802734,99.951172,99.951172,7.861328,91.699219,100.0,99.951172,12.5
0.585938,100.0,29.199219,100.0,69.970703,16.162109,78.857422,4.199219
16.845703,100.0,100.0,100.0,0.878906,100.0,19.091797,6.054688
44.970703,100.0,100.0,99.951172,67.138672,100.0,47.167969,23.925781
20.361328,100.0,99.951172,37.792969,15.576172,100.0,45.361328,17.529297
26.318359,100.0,99.951172,8.154297,49.21875,100.0,23.730469,10.107422
26.025391,100.0,99.951172,75.195313,64.941406,100.0,1.220703,11.279297
74.609375,100.0,99.951172,99.951172,38.28125,100.0,54.052733999999994,22.265625
20.214844,70.556641,99.951172,100.0,44.482422,50.927734,15.527344,15.283203
85.205078,100.0,99.951172,100.0,4.101563,99.951172,17.431641,32.128906
17.773438,35.595703,99.951172,100.0,49.414063,100.0,2.148438,8.691406
8.154297,99.951172,99.951172,100.0,63.37890600000001,9.619141,12.207031,0.5371090000000001
5.859375,99.951172,99.951172,99.951172,83.251953,91.40625,9.228516,7.421875
22.705078,99.951172,99.951172,76.953125,36.914063,100.0,6.201172,16.796875
17.041016,99.951172,99.951172,100.0,100.0,41.357422,24.951172,0.488281
13.232422,99.951172,99.951172,99.951172,97.412109,49.511719,21.09375,13.232422
30.126953000000004,99.951172,99.951172,99.951172,99.951172,38.183594,65.332031,0.6835939999999999
29.199219,99.951172,35.302734,24.755859,21.240234,99.951172,11.328125,14.501953
46.826172,99.951172,2.636719,63.818358999999994,35.9375,99.951172,47.509766,1.416016
9.179688,99.951172,48.925781,100.0,18.457031,99.951172,3.6132809999999997,6.152344
12.402344,93.994141,100.0,100.0,1.464844,99.951172,15.283203,5.029297
54.882813,100.0,62.890625,39.208984,8.984375,99.951172,18.310547,18.359375
14.111328,100.0,18.701172,65.673828,42.138672,99.951172,10.253906,4.394531
36.962891,99.951172,63.96484399999999,76.318359,100.0,99.951172,58.69140600000001,8.056641
4.345703,99.951172,42.529297,100.0,35.498047,99.951172,34.863281,3.222656
40.283203,99.951172,3.857422,100.0,99.951172,5.46875,100.0,3.6621089999999996
14.355469,99.951172,91.210938,100.0,3.466797,37.841797,100.0,6.25
59.960938,99.951172,76.660156,100.0,100.0,51.855469,95.605469,3.027344
74.511719,99.951172,41.357422,100.0,39.257813,100.0,99.951172,5.615234
7.666016,99.951172,11.816406,100.0,36.328125,98.974609,92.236328,4.443359
95.703125,100.0,69.970703,99.951172,100.0,6.103516,100.0,7.568359
15.820313,100.0,39.0625,99.951172,38.330078,85.839844,99.951172,7.8125
7.958984,100.0,80.273438,8.789063,99.951172,56.93359399999999,88.525391,9.326172
100.0,100.0,99.951172,84.667969,17.431641,20.019531,99.951172,5.078125
99.951172,100.0,5.664063,99.951172,42.919922,39.84375,99.951172,0.19531300000000001
8.935547,100.0,86.035156,99.951172,3.076172,41.601563,37.5,7.6171880000000005
100.0,100.0,100.0,99.951172,14.84375,29.052734,92.480469,1.953125
15.332031,100.0,22.607422,99.951172,2.587891,36.474609,99.951172,6.347656
21.679688,72.851563,5.322266,100.0,5.371094,14.0625,99.951172,6.982422
6.8359380000000005,100.0,29.931641,100.0,3.857422,2.978516,78.173828,0.19531300000000001
19.873047,60.693358999999994,79.980469,100.0,7.080078,39.599609,100.0,9.912109
61.572266000000006,57.958983999999994,93.603516,100.0,19.433594,58.056641000000006,4.345703,12.353516
48.144531,100.0,99.951172,100.0,10.449219,36.083984,99.951172,13.183594
99.951172,100.0,99.951172,99.951172,13.085938,3.6621089999999996,99.951172,2.441406
4.589844,18.554688,55.224608999999994,100.0,31.347656,35.009766,99.951172,29.785156
28.466796999999996,4.589844,91.601563,100.0,14.648438,70.166016,99.951172,6.494141
60.693358999999994,8.300781,9.765625,99.951172,20.605469,28.027344,99.951172,9.960938
92.138672,45.214844,83.300781,82.128906,8.691406,83.349609,99.951172,11.181641
100.0,14.990234,100.0,99.951172,4.589844,38.623047,99.951172,5.712891
44.042969,43.115234,100.0,99.951172,10.546875,26.464844,29.296875,7.958984
55.76171899999999,53.515625,100.0,99.951172,9.228516,14.306641,100.0,2.832031
13.623047,79.931641,99.951172,100.0,23.242188,4.980469,100.0,0.8300780000000001
26.269531,9.082031,17.871094,100.0,10.644531,99.951172,100.0,6.103516
6.152344,3.90625,37.353516,100.0,35.400391,99.951172,100.0,11.279297
1.464844,32.958984,100.0,100.0,11.914063,99.951172,100.0,4.248047
2.294922,26.5625,100.0,31.201171999999996,0.048827999999999996,51.904297,100.0,13.085938
18.359375,11.816406,100.0,99.951172,25.488281,96.679688,100.0,23.193359
20.117188,18.017578,100.0,72.314453,0.0,99.951172,100.0,4.833984
100.0,61.181641000000006,100.0,99.951172,27.392578000000004,99.951172,100.0,4.931641
94.677734,49.951172,33.544922,99.951172,22.753906,99.951172,100.0,8.642578
99.951172,54.736328,100.0,99.951172,9.179688,99.951172,99.951172,35.15625
100.0,100.0,100.0,69.287109,71.191406,99.951172,99.951172,50.048828
96.826172,100.0,100.0,99.951172,28.222656,99.951172,27.490234,2.734375
88.28125,99.951172,30.371094,99.951172,2.636719,80.419922,99.951172,10.644531
2.636719,99.951172,100.0,21.923828,4.931641,10.791016,44.726563,13.183594
24.414063,100.0,99.951172,99.951172,16.064453,77.246094,100.0,3.8085940000000003
51.757813,100.0,99.951172,75.097656,11.328125,99.951172,43.896484,10.546875
56.640625,100.0,99.951172,100.0,13.623047,99.951172,100.0,1.074219
67.871094,100.0,99.951172,99.951172,28.271484,99.951172,100.0,8.251953
1.708984,100.0,99.951172,75.683594,2.685547,99.951172,62.255858999999994,10.351563
69.189453,100.0,99.951172,100.0,2.734375,56.787108999999994,31.396484,0.09765599999999999
16.40625,100.0,44.775391,99.951172,6.640625,91.308594,23.974609,0.585938
13.183594,37.890625,64.404297,99.951172,28.466796999999996,100.0,100.0,3.173828
10.205078,99.951172,99.951172,92.382813,8.740234,100.0,100.0,9.667969
5.078125,99.951172,99.023438,70.3125,99.951172,100.0,99.951172,17.431641
36.230469,3.3203129999999996,83.837891,100.0,54.443358999999994,100.0,99.951172,17.919922
8.300781,68.408203,99.951172,100.0,38.427734,100.0,27.929688,9.423828
5.615234,99.951172,99.951172,100.0,78.613281,100.0,100.0,11.621094
14.697266,99.951172,100.0,99.951172,98.291016,100.0,99.951172,12.304688
5.859375,56.54296899999999,100.0,0.8300780000000001,1.318359,100.0,99.951172,19.189453
55.17578100000001,12.060547,100.0,23.925781,18.310547,100.0,99.951172,12.011719
5.078125,85.986328,99.951172,99.951172,4.736328,94.140625,52.246094,11.572266
17.919922,100.0,52.197266,99.951172,6.445313,100.0,100.0,6.201172
17.431641,100.0,41.357422,99.951172,27.099609,79.101563,100.0,1.953125
10.205078,100.0,99.951172,99.951172,4.980469,100.0,99.951172,35.058594
45.996094,100.0,99.951172,99.951172,45.507813,100.0,99.951172,10.742188
79.638672,11.669922,100.0,8.544922,20.849609,100.0,79.150391,23.291016
32.177734,88.769531,100.0,100.0,38.916016,100.0,90.625,1.074219
100.0,99.951172,100.0,100.0,19.775391,100.0,56.591797,10.400391
66.064453,47.753906,100.0,51.5625,14.208984,100.0,8.496094,2.148438
46.142578,99.951172,100.0,99.951172,2.539063,100.0,100.0,3.7597660000000004
100.0,86.621094,99.951172,49.169922,38.427734,99.951172,33.886719,0.585938
1.074219,28.027344,99.951172,99.951172,90.185547,54.345703,23.681641,12.744141
1.708984,7.666016,100.0,99.951172,40.136719,85.205078,41.113281,11.376953
40.576172,100.0,99.951172,99.951172,71.533203,20.947266,99.951172,1.3671879999999998
1.5625,99.951172,99.951172,99.951172,6.884766,99.21875,99.951172,1.5625
3.7109379999999996,48.144531,99.951172,99.951172,57.568358999999994,99.951172,99.951172,12.744141
99.951172,100.0,48.4375,99.951172,20.800781,99.951172,99.951172,4.882813
11.376953,100.0,27.539063,100.0,13.916016,47.949219,99.951172,10.400391
30.029296999999996,100.0,25.78125,79.980469,21.337891,66.259766,99.951172,14.648438
