Rat4,Rat19,Rat15,Rat18,Rat3,Rat9,Rat14
99.951172,4.345703,97.607422,99.316406,34.667969,1.025391,34.619141
25.537109,31.933594,99.951172,99.365234,99.951172,10.400391,17.626953
11.914063,14.355469,99.951172,99.414063,99.951172,8.59375,8.642578
99.951172,4.150391,18.994141,98.779297,98.632813,53.710938,97.998047
99.951172,9.423828,99.072266,99.169922,99.169922,6.8359380000000005,99.169922
99.951172,26.025391,58.349608999999994,99.21875,30.615234,20.361328,99.21875
78.808594,7.568359,99.951172,99.267578,20.654297,27.392578000000004,99.267578
99.951172,0.146484,99.951172,99.121094,15.722656,35.107422,99.21875
74.072266,11.181641,99.462891,78.710938,29.785156,40.820313,99.267578
6.103516,10.009766,99.414063,40.429688,19.677734,47.753906,99.365234
55.76171899999999,3.222656,99.951172,66.796875,2.783203,21.875,17.333984
99.316406,22.363281,99.951172,52.978516000000006,52.978516000000006,18.652344,33.398438
98.779297,5.615234,3.3691410000000004,73.4375,97.998047,5.712891,98.339844
99.951172,8.740234,8.691406,45.263672,23.925781,12.548828,75.634766
99.951172,0.09765599999999999,99.951172,32.128906,22.119141,48.730469,89.013672
99.951172,11.962891,59.66796899999999,99.951172,31.054688,8.251953,99.951172
99.951172,60.742188,99.169922,99.951172,34.912109,11.572266,99.951172
99.951172,77.880859,56.835938,18.603516,7.177734,0.976563,70.898438
99.951172,13.476563,66.210938,0.5371090000000001,2.148438,2.636719,89.599609
99.951172,42.724609,98.876953,98.339844,8.740234,4.638672,78.173828
99.951172,81.152344,50.195313,99.365234,8.984375,1.025391,53.22265600000001
30.029296999999996,14.84375,6.103516,23.4375,15.039063,14.306641,11.425781
28.564453000000004,26.464844,63.330078,99.951172,5.029297,20.410156,99.951172
14.306641,14.697266,33.056641,99.951172,14.453125,33.59375,99.951172
99.951172,89.013672,16.259766,37.841797,97.558594,47.558594,43.603516
99.951172,51.123047,98.876953,98.046875,98.925781,1.6601560000000002,2.880859
99.951172,22.070313,98.632813,1.708984,44.921875,13.232422,99.951172
65.625,81.591797,85.15625,54.98046899999999,38.671875,3.564453,99.951172
99.414063,99.951172,5.615234,98.828125,74.707031,8.056641,99.023438
99.121094,98.144531,41.015625,50.244141,42.822266,1.074219,20.947266
96.142578,99.365234,44.677734,20.849609,38.134766,8.59375,80.957031
97.998047,99.951172,8.105469,47.802734,97.607422,5.273438,19.287109
90.722656,74.21875,99.951172,66.210938,35.742188,22.119141,99.951172
99.511719,11.523438,99.951172,3.271484,72.949219,20.605469,97.998047
99.365234,31.396484,1.220703,24.023438,23.046875,38.037109,99.267578
65.283203,9.716797,99.951172,41.064453,27.685546999999996,37.304688,98.876953
76.757813,6.103516,11.035156,38.378906,6.591797,70.3125,39.648438
81.152344,6.738281,78.173828,9.228516,43.701172,11.376953,87.548828
55.078125,2.34375,99.951172,99.951172,98.144531,72.753906,67.285156
3.857422,11.669922,18.212891,99.951172,59.521483999999994,22.851563,15.771484
71.972656,13.818359,1.9042970000000001,60.693358999999994,66.357422,69.873047,99.951172
99.462891,3.7597660000000004,9.570313,74.462891,99.951172,0.5371090000000001,92.773438
79.980469,23.583984,23.681641,0.9277340000000001,99.951172,4.785156,99.414063
60.498047,28.466796999999996,17.822266,99.951172,58.740233999999994,28.369141,73.193359
49.804688,0.439453,5.957031,99.169922,97.705078,19.873047,18.261719
78.662109,45.605469,14.160156,99.267578,55.273438,50.292969,46.728516
26.025391,73.632813,8.007813,99.365234,77.392578,28.613281,26.123047
44.726563,14.648438,8.300781,60.302733999999994,98.828125,8.251953,99.951172
99.951172,27.880859,99.951172,49.658203,81.835938,3.6132809999999997,99.951172
19.287109,19.140625,57.373047,41.552734,28.662109,14.84375,77.148438
99.072266,15.966797,98.828125,29.003906,20.166016,16.796875,73.681641
52.001953,28.613281,2.001953,1.171875,81.103516,25.195313,99.951172
99.951172,28.222656,41.162109,6.445313,74.853516,57.080078,99.951172
99.951172,22.851563,99.21875,8.496094,98.828125,25.0,99.951172
99.951172,50.341797,38.720703,10.888672,99.169922,16.259766,43.798828
99.121094,2.929688,99.951172,18.652344,99.023438,5.566406,37.695313
34.960938,57.763672,53.710938,11.328125,96.875,99.951172,99.951172
98.974609,94.042969,99.951172,99.951172,73.876953,98.925781,4.296875
99.658203,76.708984,99.511719,99.951172,47.949219,51.611328,99.023438
99.560547,54.882813,94.482422,48.4375,80.566406,99.951172,98.632813
65.429688,99.951172,60.15625,27.539063,99.951172,57.763672,98.095703
33.056641,37.451172,99.511719,99.951172,36.523438,56.93359399999999,99.951172
79.638672,22.607422,6.005859,99.951172,22.998047,7.03125,99.951172
99.951172,99.951172,99.951172,99.951172,44.238281,2.636719,58.642578
99.951172,99.316406,99.121094,99.951172,95.361328,7.861328,77.685547
40.185547,98.974609,5.761719,99.951172,6.347656,8.056641,2.392578
35.644531,99.951172,99.951172,99.951172,21.191406,1.9042970000000001,12.597656
0.78125,26.611328000000004,97.265625,99.951172,27.001953000000004,3.7597660000000004,27.050781
60.44921899999999,17.96875,81.347656,31.298828000000004,31.103516,0.6835939999999999,41.699219
59.765625,21.142578,23.291016,64.746094,2.441406,7.6171880000000005,51.611328
99.121094,48.486328,99.951172,99.121094,4.345703,4.345703,30.029296999999996
58.935547,7.03125,1.5625,99.21875,13.769531,23.583984,99.951172
99.951172,16.601563,47.851563,99.121094,4.6875,20.654297,99.951172
