

Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43 Start Clock 03/25/2020 11:21:43

Experiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130sExperiment ID Totty extinction 2130s
Resolution 200                  Resolution 200                  Resolution 200                  Resolution 200                  Resolution 200                  Resolution 200                  Resolution 200                  Resolution 200
Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000            Duration 0:35:30.000
Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds     Block Duration 2130 seconds
Block Count 1                   Block Count 1                   Block Count 1                   Block Count 1                   Block Count 1                   Block Count 1                   Block Count 1                   Block Count 1
Group ID Squad 2                Group ID Squad 2                Group ID Squad 2                Group ID Squad 2                Group ID Squad 2                Group ID Squad 2                Group ID Squad 2                Group ID Squad 2
Subject ID Rat21                Subject ID Rat6                 Subject ID Rat11                Subject ID DELETE               Subject ID Rat5                 Subject ID Rat20                Subject ID Rat16                Subject ID Rat10                
Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00           Lower Threshold 20.00
Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00           Upper Threshold 50.00
00:00:00.000	98.974609	6.982422	85.400391	3.710938	99.218750	80.029297	64.697266	65.966797
	53.320313	1.660156	99.951172	0.390625	99.218750	48.828125	99.951172	18.115234
	6.250000	99.951172	3.857422	1.953125	99.267578	5.468750	66.064453	99.951172
	99.658203	23.046875	92.626953	5.273438	99.267578	34.912109	35.253906	99.951172
	99.560547	99.365234	99.511719	5.273438	99.414063	56.640625	0.390625	99.951172
	42.675781	98.828125	89.013672	12.841797	1.269531	40.576172	17.626953	11.474609
	99.951172	99.951172	99.951172	4.345703	32.568359	64.794922	3.027344	12.988281
	28.759766	20.751953	63.085938	8.349609	22.167969	65.673828	99.951172	54.638672
	25.585938	47.900391	2.441406	0.390625	99.951172	5.175781	98.535156	29.833984
	8.056641	55.810547	17.041016	3.271484	99.951172	96.679688	99.316406	28.417969
	99.951172	98.974609	4.492188	5.371094	99.951172	8.154297	99.951172	29.882813
	47.216797	67.675781	8.935547	1.367188	99.951172	26.269531	99.951172	22.851563
	99.609375	99.951172	19.384766	4.589844	99.951172	98.730469	32.275391	45.605469
	99.951172	1.562500	41.113281	7.763672	99.951172	98.388672	71.972656	99.951172
	21.240234	98.828125	35.595703	4.296875	99.951172	73.730469	43.359375	5.175781
	98.681641	43.408203	60.302734	5.761719	99.951172	99.951172	59.033203	34.619141
	68.554688	99.951172	99.169922	1.611328	99.951172	89.013672	9.375000	99.218750
	5.761719	99.951172	99.267578	2.294922	85.888672	98.535156	70.117188	99.316406
	58.544922	98.779297	99.951172	0.341797	23.632813	47.949219	8.935547	99.218750
	66.015625	99.218750	50.927734	3.759766	24.951172	47.363281	43.457031	99.218750
	91.699219	99.951172	99.267578	4.101563	21.289063	71.142578	62.695313	99.218750
	11.328125	99.951172	49.023438	2.636719	12.060547	19.287109	98.193359	99.121094
	13.037109	38.574219	16.845703	1.171875	36.572266	10.302734	80.810547	98.681641
	37.402344	99.951172	13.574219	4.150391	8.398438	11.621094	93.554688	63.427734
	22.753906	35.205078	10.009766	1.806641	58.056641	26.660156	98.242188	64.599609
	8.251953	98.730469	1.416016	2.539063	31.884766	99.951172	42.285156	58.447266
	6.494141	99.951172	99.951172	0.976563	28.515625	32.031250	98.632813	84.179688
